pageid,ns,title,extract
47262219,0,Baikal International Airport,"Baikal International Airport (Russian: Международный аэропорт ""Байкал"", Mezhdunarodnyy aeroport ""Baykal""), formerly Ulan-Ude Airport (Russian: Аэропорт Улан-Удэ, Aeroport Ulan-Ude) (IATA: UUD, ICAO: UIUU) is an international airport located 12 kilometres (7.5 mi) west of Ulan-Ude, Russia. The airport includes a single terminal with customs and border control facilities with a capacity of 400 passengers per hour. In 2019, the airport served 478,448 passengers on more than 20 scheduled international and domestic destinations. The airport is named after the nearby Lake Baikal."
25979320,0,Baita International Airport,
15518703,0,Baiyun International Airport,
2157261,0,Bajío International Airport,"Bajío International Airport, officially known as Aeropuerto Internacional de Guanajuato (Guanajuato International Airport) (IATA: BJX, ICAO: MMLO), is an international airport located in Silao, Guanajuato, Mexico. It handles national and international air traffic of the area that includes the city of León and the state capital, Guanajuato. Guanajuato International Airport is an important connecting point for some flights from Mexico City to the United States.
The general director announced plans to build a cargo terminal and to construct of a second runway. The facility replaced the San Carlos Airport which is now part of the urban center of León. In late 2015, work began on the construction of a parallel taxiway that would run the length of the runway. In August 2016, the airport opened its first and only VIP lounge, while in January 2017, work began on the modernization of the entire terminal, including expansion of the departures level as well as relocation of the customs and immigration checkpoint. Work was completed in mid-2018.
It is one of the ten busiest airports in Mexico; it handled 2,746,824 passengers in 2019 and 1,387,700 passengers in 2020, a decrease of 49.6% from previous year."
33583173,0,Bakersfield International Airport,
46477865,0,Baku-Bina International Airport,
9507860,0,Baku International Airport,
3107507,0,Bali International Airport,
17206390,0,Balikpapan International Airport,
16298426,0,Balti-Leadoveni International Airport,
14849664,0,Balti - Leadoveni International Airport,
29677373,0,Balti International Airport,
2805670,0,Baltimore-Washington International Airport,
37696738,0,Baltimore-Washington Thurgood Marshall International Airport,
48314,0,Baltimore/Washington International Airport,"Baltimore/Washington International Thurgood Marshall Airport (IATA: BWI, ICAO: KBWI, FAA LID: BWI), commonly referred to as BWI or BWI Marshall,  is an international airport in the Eastern United States serving mainly Baltimore, Maryland and Washington, D.C. With Dulles International Airport and Ronald Reagan Washington National Airport, it is one of three major airports serving the Washington–Baltimore metropolitan area. Located in an unincorporated area of Anne Arundel County, the airport is 9 miles (14 km) south of Downtown Baltimore and 30 miles (48 km) northeast of Washington, D.C.BWI Thurgood Marshall Airport, a base for Southwest Airlines, is the 22nd busiest airport in the United States and the busiest in the National Capital region. It is named after Thurgood Marshall, a Baltimore native, who was the first African American to serve as an Associate Justice on the U.S. Supreme Court. This airport also draws large numbers of travelers from the Richmond, Harrisburg and Philadelphia metropolitan areas. BWI covers 3,160 acres (1,279 ha) of land."
37696731,0,Baltimore/Washington Thurgood Marshall International Airport,
14983014,0,Baltimore International Airport,
6204701,0,Baltimore Washington International Airport,
249911,0,Baltimore–Washington International Airport,
61351729,0,Bamako-Modibo Keita International Airport,
29677384,0,Bamako-Senou International Airport,
39392261,0,Bamako-Sénou International Airport,
52270544,0,Bamako International Airport,
61350610,0,Bamako–Modibo Keita International Airport,
43864901,0,Bamako–Senou International Airport,
61350599,0,Bamako–Sénou International Airport,
34923043,0,Banda Aceh International Airport,
9401476,0,Bandar Abbas International Airport,"Bandar Abbas International Airport (IATA: BND, ICAO: OIKB) (Persian: فرودگاه بین المللی بندرعباس) is an international airport located in 12 kilometers east of the city of Bandar Abbas, Hormozgan Province, in south of Iran. The airport has flight connections to  different parts of Iran and countries of south of Persian Gulf, and about 1,289,000 passengers passed through it in 2017. This airport is able to handle widebody aircraft such as Boeing 777 or Boeing 747."
14400394,0,Bandar Abbass International Airport,
31430330,0,Bandar Qassim International Airport,
2870845,0,Bandaranaike International Airport,"Bandaranaike International Airport (බණ්ඩාරනායක ජාත්‍යන්තර ගුවන්තොටුපළ - Bandaranayaka Jathyanthara Guwanthotupala, பண்டாரநாயக்க சர்வதேச விமான நிலையம் - Paṇṭāranāyakka Carvatēca Vimāṉa Nilaiyam) (commonly known as Colombo International Airport, Colombo-Bandaranaike and locally as Katunayake Airport) (IATA: CMB, ICAO: VCBI) is the main international airport serving Sri Lanka. It is named after former Prime Minister S.W.R.D. Bandaranaike and is located in a suburb of Negombo, 32.5 kilometres (20+1⁄4 miles) north of the nation's longstanding capital and commercial center, Colombo. It is administered by Airport and Aviation Services (Sri Lanka) Ltd and serves as the hub of SriLankan Airlines, the national carrier of Sri Lanka, and domestic carrier Cinnamon Air. The other airport serving the city of Colombo is the Ratmalana International Airport, primarily serving domestic destinations."
11238166,0,Bandaranayake International Airport,
39597232,0,Bandaranayake International airport,
31430487,0,Bander Qasim International Airport,
31430225,0,Bander Qassim International Airport,
46257478,0,Bandung-Husein Sastranegara International Airport,
16889643,0,Bandung International Airport,"Bandung International Airport may refer to:

Husein Sastranegara International Airport
Bandung Majalengka International Airport"
47855045,0,Bandung Majalengka International Airport,
16609317,0,Baneasa International Airport,
15519723,0,Bangalore International Airport,
15545523,0,Bangaluru International Airport,
23169786,0,Bangkok-Don Muang International Airport,
23169788,0,Bangkok-Don Mueang International Airport,
54088375,0,Bangkok- Don Mueang International Airport,
7190798,0,Bangkok International Airport,"Bangkok International Airport may refer to one of the following airports serving Bangkok, Thailand:

Suvarnabhumi Airport, the city's main international airport, referred to as New Bangkok International Airport during its construction
Don Mueang International Airport, officially known as Bangkok International Airport until 2006"
61394030,0,Bangoka International Airport,
1682920,0,Bangor International Airport,"Bangor International Airport (IATA: BGR, ICAO: KBGR, FAA LID: BGR) is a joint civil-military public airport on the west side of the city of Bangor, in Penobscot County, Maine, United States. Owned and operated by the City of Bangor, the airport has a single runway measuring 11,440 by 200 ft (3,487 by 61 m). Formerly a military installation known as Dow Air Force Base, Bangor International Airport remains home to the 101st Air Refueling Wing of the Maine Air National Guard, although most of the Air Force's aircraft and personnel left in the late 1960s. BGR covers 2,079 acres (841 ha) of land.The airport owes its prosperity to its location on major air corridors between Europe and the East Coast of the United States.Bangor International is operated as an ""enterprise fund"", which means that the expense of operating it comes from airport revenue. Revenues are generated by air service operations, resident aviation-related industrial companies, real estate, cargo, international charter flights, and corporate/general aviation traffic.  One of three international airports in the state, it serves the residents of central, eastern, and northern Maine as well as parts of Canada.It was designated by NASA as an emergency landing location for the Space Shuttle."
1682920,0,Bangor International Airport,"Bangor International Airport (IATA: BGR, ICAO: KBGR, FAA LID: BGR) is a joint civil-military public airport on the west side of the city of Bangor, in Penobscot County, Maine, United States. Owned and operated by the City of Bangor, the airport has a single runway measuring 11,440 by 200 ft (3,487 by 61 m). Formerly a military installation known as Dow Air Force Base, Bangor International Airport remains home to the 101st Air Refueling Wing of the Maine Air National Guard, although most of the Air Force's aircraft and personnel left in the late 1960s. BGR covers 2,079 acres (841 ha) of land.The airport owes its prosperity to its location on major air corridors between Europe and the East Coast of the United States.Bangor International is operated as an ""enterprise fund"", which means that the expense of operating it comes from airport revenue. Revenues are generated by air service operations, resident aviation-related industrial companies, real estate, cargo, international charter flights, and corporate/general aviation traffic.  One of three international airports in the state, it serves the residents of central, eastern, and northern Maine as well as parts of Canada.It was designated by NASA as an emergency landing location for the Space Shuttle."
41520555,0,Bangui International Airport,
4330967,0,Bangui M'Poko International Airport,"Bangui M'Poko International Airport (IATA: BGF, ICAO: FEFF) is an international airport located seven kilometres (4 nautical miles) northwest of Bangui, capital of the Central African Republic.
In 2004, the airport served 53,862 passengers. In 2012, the airport had an average attendance of about 120,000 passengers, despite a maximum capacity of 10,000 passengers.The airport was an unofficial refugee camp for some 60,000 refugees as of May 2014. In 2017, the airport was functioning under the supervision of the UN aviation officials.

"
37520024,0,Bangui M'poko International Airport,
2978829,0,Banja Luka International Airport,"Banja Luka International Airport (IATA: BNX, ICAO: LQBK), also known as Mahovljani Airport, after the nearby village of the same name, is an airport located 18 km (11 mi) north northeast of the railway station in the city of Banja Luka, the second largest city in Bosnia and Herzegovina. The airport is managed by the government-owned company ""Aerodromi Republike Srpske""."
2515697,0,Banjul International Airport,"Banjul International Airport, also known as Yundum International (IATA: BJL, ICAO: GBYD), is the international airport of Banjul, capital of the Gambia, built during World War II.

"
33490100,0,Banyuwangi International Airport,"Banyuwangi International Airport (Indonesian: Bandar Udara Internasional Banyuwangi) (IATA: BWX, ICAO: WADY), (formerly code: WARB) is an airport at Blimbingsari, which serves Banyuwangi city and surrounding area in East Java, Indonesia. The airport was formerly known as Blimbingsari Airport. It was opened for operations in December 2010. The airport is termed as the First Green Airport of Indonesia. The Airport is managed by PT Angkasa Pura II (Persero), after being handed over by the Ministry of Transportation on 22 December 2017.In 2010 the airport only served 7,386 passengers, but in 2017 has served 140,683 passengers or increase by 1,700 percent in 7 years and increase again significantly to 307,157 passengers only in 10 months of 2018."
15503302,0,Bao'an International Airport,
2423670,0,Baoan International Airport,
2119700,0,Barajas International Airport,
32577377,0,Barbados International Airport,
20634925,0,Barcellona International Airport,
22061796,0,Barcelona International Airport,
25131080,0,Bari International Airport,
25763745,0,Bari Karol Wojtyla International Airport,
10001336,0,Barnaul International Airport,
19422379,0,Barquisimeto International Airport,
54112186,0,Base Aerea Mayor Buenaventura Vivas International Airport,
54112184,0,Base Aérea Mayor Buenaventura Vivas International Airport,
960774,0,Basel-Mulhouse-Freiburg International Airport,
668063,0,Basel-Mulhouse International Airport,
2491750,0,Basra International Airport,"Basrah International Airport (Arabic: مطار البصرة الدولي, romanized: Maṭār al-Baṣrah ad-Duwaliyy) (IATA: BSR, ICAO: ORMM) is the second largest international airport in Iraq, and is located in the southern city of Basra."
2164239,0,Basra international airport,
7907343,0,Basrah International Airport,
9420624,0,Bassel Al-Assad International Airport,"Bassel al-Assad International Airport (Arabic: مطار باسل الأسد الدولي) (IATA: LTK, ICAO: OSLK) is an airport serving Latakia, the principal port city of Syria. The airport is named for Bassel al-Assad (1962–1994), son of the late Syrian President Hafez al-Assad and brother of the current President Bashar al-Assad."
28126178,0,Batten International Airport,
8850397,0,Batticaloa International Airport,"Batticaloa International Airport (Tamil: மட்டக்களப்பு சர்வதேச விமான நிலையம், romanized: Maṭṭakkaḷappu Carvatēca Vimāṉa Nilaiyam, Sinhala: මඩකලපුව ජාත්‍යන්තර ගුවන්තොටුපළ, romanized: Maḍakalapuva Jātyantara Guvantoṭupaḷa) (IATA: BTC, ICAO: VCCB), formerly known as Batticaloa Airport,  is an international airport serving eastern Sri Lanka. It is also a military airbase known as Sri Lanka Air Force Batticaloa or SLAF Batticaloa. The airport is located in the village of Puthunagar on the island of Thimilathiu, 1 nautical mile (2 km; 1 mi) south-west of the city of Batticaloa. It resides at an elevation of 3 m (10 ft) and has one runway designated 06/24 with a bitumen surface measuring 1,560 by 46 metres (5,118 ft × 151 ft).Established in 1958 as a domestic airport, the airport ceased functioning in 1979 following the collapse of Air Ceylon. The site was taken over by the Sri Lanka Air Force during the Sri Lankan Civil War. Domestic flights resumed in 2018 and in 2019 it became Sri Lanka's fifth international airport."
12802752,0,Battle Creek International Airport,
45268990,0,Battle of Kuwait International Airport,"The Battle of Kuwait International Airport occurred on February 27, 1991, during the 1st Gulf War. It was a tank battle between the United States (as part of the Coalition of the Gulf War) and Iraq. Despite being a very large battle it is often overlooked compared to the other battles which took place during the war. No less than elements of 18 divisions total participated in this battle. U.S. Army Special Forces units and multiple Iraqi Commando units were also in theatre. In reality the battle took place over a span of three days despite the primary battle at Kuwait International Airport lasting only one day. Much of the combat actually took place en route to the airport. The battle featured the ""Reveille Engagement"" which went on to become the biggest and fastest tank battle in United States Marine Corps' entire history."
9300985,0,Batumi International Airport,"Alexander Kartveli Batumi International Airport (IATA: BUS, ICAO: UGSB) is an airport located 2 km (1.2 mi) south of Batumi, a city on the Black Sea coast and capital of Adjara, an autonomous republic in southwest Georgia. The airport is 20 km (12 mi) northeast of Hopa, Turkey, and serves as a domestic and international airport for Georgia and northeastern Turkey."
16985469,0,Baudette International Airport,"Baudette International Airport (IATA: BDE, ICAO: KBDE, FAA LID: BDE) is a county-owned public-use airport located one mile (2 km) north of the central business district of Baudette, a city in Lake of the Woods County, Minnesota, United States. Also known as Baudette International Airport & Seaplane Base, it is located on the Rainy River, which is the border between Minnesota in the U.S. and Ontario in Canada."
155502,0,Bauerfield International Airport,"Bauerfield International Airport (IATA: VLI, ICAO: NVVV) is an airport located in Port Vila, Vanuatu. The airport is relatively small in size, but its runway has the capability and length to accept jets up to the Airbus A330. It serves as the hub for Vanuatu's flag carrier airline, Air Vanuatu."
15437084,0,Bay County International Airport,
10317695,0,Bayan Lepas International Airport,
44261295,0,Beauvais-Tille International Airport,
44261297,0,Beauvais-Tillé International Airport,
44261290,0,Beauvais–Tille International Airport,
44261291,0,Beauvais–Tillé International Airport,
3648004,0,Begumpet International Airport,
291328,0,Beijing Capital International Airport,"Beijing Capital International Airport (IATA: PEK, ICAO: ZBAA) is one of the two main international airports serving Beijing, alongside Beijing Daxing International Airport. It is located 32 km (20 mi) northeast of Beijing's city center, in an exclave of Chaoyang District and the surroundings of that exclave in suburban Shunyi District. The airport is owned and operated by the Beijing Capital International Airport Company Limited, a state-controlled company. The airport's IATA Airport code, PEK, is based on the city's former romanized name, Peking.
Beijing Capital has rapidly ascended in rankings of the world's busiest airports in the past decade. It had become the busiest airport in Asia in terms of passenger traffic and total traffic movements by 2009. It has been the world's second busiest airport in terms of passenger traffic since 2010. The airport registered 557,167 aircraft movements (take-offs and landings), ranking 6th in the world in 2012. In terms of cargo traffic, Beijing airport has also witnessed rapid growth. By 2012, the airport had become the 13th busiest airport in the world by cargo traffic, registering 1,787,027 tons."
17950521,0,Beijing Capitol International Airport,
33078443,0,Beijing Daxing International Airport,"Beijing Daxing International Airport (IATA: PKX, ICAO: ZBAD), is a large international airport located on the border of Beijing and Langfang, Hebei Province. The airport is Beijing's second international airport, after Beijing Capital International Airport. It has been nicknamed ""the starfish.""  It was completed on June 30, 2019, and began operations on September 26, 2019.The airport is 46 kilometres (29 mi) south of Tiananmen Square, 26 kilometers (16 mi) west of downtown Langfang, 50 kilometers (31 mi) northeast of Xiong'an New Area, and 65 kilometers (40 mi) south of Beijing Capital International Airport, and serves Beijing, Tianjin and Hebei. It is a hub for SkyTeam alliance airlines and some Oneworld members, while most Star Alliance members have remained at Beijing Capital International, as has Hainan Airlines.After almost five years of construction, the CN¥ 80 billion (US$11.4 billion) facility features a 700,000 m2 (7,500,000 sq ft) terminal, the world's largest single-building airport terminal, and sits on 47 km2 (18 sq mi) of land. The airport won the award of best airport by hygiene measures in Asia-Pacific in 2020 by Airports Council International."
1722475,0,Beijing International Airport,
10270451,0,Beijing Shoudu International Airport,
20618721,0,Beirut-Rafic Hariri International Airport,
49763668,0,Beirut - Rafic Hariri International Airport,
12869140,0,Beirut International Airport,
38089890,0,Beirut Rafic Hariri International Airport,
17340272,0,Beirut Rafik Hariri International Airport,
25909765,0,Beirut Rafiq Hariri International Airport,
56800074,0,Beirut international airport,
38089894,0,Beirut – Rafic Hariri International Airport,
12869180,0,Beirut–Rafic Hariri International Airport,"Beirut–Rafic Hariri International Airport (Arabic: مطار رفيق الحريري الدولي بيروت, French: Aéroport Rafic Hariri International de Beyrouth) (previously known as  Beirut International Airport) (IATA: BEY, ICAO: OLBA) is the only operational commercial airport in Lebanon, which is located in the Southern Suburbs of Beirut, Lebanon, 9 kilometres (5.6 mi) from the city center. It is the hub for Lebanon's national carrier, Middle East Airlines (MEA) and was the hub for the Lebanese cargo carrier TMA cargo and Wings of Lebanon before their respective collapses.
The airport is named after former Lebanese Prime Minister Rafic Hariri in 2005, who was assassinated earlier in that year.
It is the main port of entry into the country along with the Port of Beirut. The airport is managed and operated by the Directorate General of Civil Aviation (DGCA), which operates within the Ministry of Public Works and Transport. The DGCA is also responsible for operating the air traffic control (ATC) at the airport as well as controlling Lebanon's airspace. DGCA duties include maintenance and general upkeep ranging from cleaning the terminal to de-rubberising the runways."
16525284,0,Belem International Airport,
292039,0,Belfast International Airport,"Belfast International Airport (IATA: BFS, ICAO: EGAA) is an airport 11.5 NM (21.3 km; 13.2 mi) northwest of Belfast in Northern Ireland. Formerly known as Aldergrove Airport, after the nearby village of Aldergrove. In 2018, over 6.2 million passengers travelled through the airport, marking a 7.4% increase compared with 2017. The majority of flights from Belfast International are operated by easyJet, Northern Ireland's biggest airline. It features flights to some European metropolitan and several leisure destinations as well as a seasonal route to Orlando in the United States operated by Virgin Atlantic.
Belfast International has a CAA Public Use Aerodrome Licence that allows flights for the public transport of passengers or for flying instruction. The airfield was previously shared with the Royal Air Force base RAF Aldergrove, which closed in 2008. The base is now known as Joint Helicopter Command Flying Station, Aldergrove, and both runways are now owned by the airport. The airport is owned and operated by VINCI Airports which was previously owned by ADC & HAS.

"
8286010,0,Belgorod International Airport,"Belgorod International Airport (Russian: Международный Аэропорт Белгород) (IATA: EGO, ICAO: UUOB) is an airport in Russia located 4 km north of Belgorod. It services narrow-body airliners (such as the Tupolev Tu-154, Tupolev Tu-204, Ilyushin Il-76, Boeing 737, Airbus A320, Boeing 757 etc.) and wide-body airliner Boeing 767. It conducts 24-hour flight operations. The airport was founded in 1954."
5592126,0,Belgrade International Airport,
32496038,0,Belgrade international airport,
17950592,0,Belize International Airport,
43031370,0,Bellevue International Airport,
2541093,0,Bellingham International Airport,"Bellingham International Airport (IATA: BLI, ICAO: KBLI, FAA LID: BLI) is three miles (5 km) northwest of Bellingham, in Whatcom County, Washington, United States, and the third-largest commercial airport in Washington. BLI covers 2,190 acres (886 ha) of land.Bellingham is well known as a low-fare alternative airport to the Vancouver International Airport, and an estimated 65% of customers come from Canada. It is only 54 miles (87 km) from downtown Vancouver, and only 23 miles (37 km) from the Canadian border, where Greater Vancouver starts. On the Allegiant website the airport is referred to as Bellingham/Vancouver."
1345281,0,Belo Horizonte International Airport,"Belo Horizonte/Confins – Tancredo Neves International Airport (IATA: CNF, ICAO: SBCF), formerly called Confins International Airport is the primary international airport serving Belo Horizonte. Since 2 September 1986 the airport is named after Tancredo de Almeida Neves (1910–1985), President-elect of Brazil. It is located in the municipality of Confins, in the Minas Gerais. It is operated by BH Airport S.A."
35716387,0,Belém/Val-de-Cans International Airport,"Val-de-Cans/Júlio Cezar Ribeiro International Airport (IATA: BEL, ICAO: SBBE) is the main airport serving Belém, Brazil. Val de Cans (sometimes spelled Val de Cães) is the name of the neighborhood where the airport is located. Since 13 April 2010, the airport is named also after Júlio Cezar Ribeiro de Souza (1837–1887) a researcher of balloons.It is operated by Infraero.
Some of its facilities are shared with Belém Air Force Base of the Brazilian Air Force."
6151626,0,Belém International Airport,
1548171,0,Ben-Gurion International Airport,
57750350,0,Ben Gurion International Airport,
377428,0,Benazir Bhutto International Airport,"Benazir Bhutto International Airport (Urdu: بینظیر بھٹو ایئر بیس, ICAO: OPRN) is a defunct airport which formerly served the Islamabad-Rawalpindi metropolitan area. It was the second-largest airport by air traffic in Pakistan, until 3 May 2018 when it was replaced by the new Islamabad International Airport. Previously also known as Islamabad International Airport, it was renamed after the late Pakistani prime minister Benazir Bhutto in June 2008. The airport handled 4,767,860 passengers between 2015–16, compared to 3,803,060 in 2012-13.The airport was located in the area of Chaklala in Rawalpindi, which neighbours Islamabad. Following the establishment of the new Islamabad International Airport, the airport is no longer used for civil aviation and now forms a part of the adjoining PAF Base Nur Khan (also known as PAF Base Chaklala)."
35570399,0,Benazir International Airport,
35570398,0,Benazir International airport,
31430530,0,Bendar Qasim International Airport,
31430336,0,Bender Qasim International Airport,
50054719,0,Bender Qassim International Airport,
41350815,0,Bengaluru International Airport,
36673190,0,Benina Benghazi International Airport,
5549726,0,Benina International Airport,"Benina International Airport (IATA: BEN, ICAO: HLLB) (Arabic: مطار بنينة الدولي) serves Benghazi, Libya. It is located in the borough of Benina, 19 kilometres (12 mi) east of Benghazi, from which it takes its name. The airport is operated by the Civil Aviation and Meteorology Bureau of Libya and is the second largest in the country after Tripoli International Airport. Benina International is also the secondary hub of both Buraq Air and flag carrier, Libyan Airlines. As of 17 July 2014 all flights to the airport were suspended due to fighting in the area.The runway length does not include a 300 metres (980 ft) overrun on the end of each runway.
The Benina VOR-DME (Ident: BNA) is located 1.9 nautical miles (3.5 km) northwest of the airport. The Benina non-directional beacon (Ident: BNA) is located on the field."
523996,0,Benito Juarez International Airport,
43736050,0,Benito Juárez International Airport,
8229475,0,Benjamin Matienzo International Airport,
38128488,0,Benjamin Taisacan Manglona International Airport,
16395114,0,Benjamín Matienzo International Airport,
55371522,0,Berbera International Airport,
25396529,0,Bergen International Airport,
262548,0,Bergstrom International Airport,
32323419,0,Berlin-Brandenburg International Airport,
16560914,0,Berlin-Schoenefeld International Airport,
8229485,0,Berlin-Schonefeld International Airport,
20986870,0,Berlin-Schönefeld International Airport,
18750619,0,Berlin-Tegel International Airport,
2339507,0,Berlin Brandenburg International Airport,
6452031,0,Berlin International Airport,
15314065,0,Bermuda International Airport,
2615781,0,Bert Mooney International Airport,
53552841,0,Bhogapuram International Airport,
55071703,0,Bhutto International Airport,
5461981,0,Bicol International Airport,"Bicol International Airport (Filipino: Paliparang Pandaigdig ng Bikol; Bikol: Pankinàban na Palayogan kan Bikol; IATA: LGP, ICAO: RPLK), also referred by some sources as Southern Luzon International Airport (Filipino: Paliparang Pandaigdig ng Katimogang Luzon), is a major international airport in the Bicol Region, serving the vicinity of Legazpi, the capital city of Albay and the regional center of Bicol Region, in the Philippines. The airport still has the IATA code of the old Legazpi Airport, despite being located in nearby Daraga.
Dubbed as the Philippines' ""Most Scenic Gateway"", the airport is located in Daraga, an adjacent municipality of Legazpi. The ₱4.7 billion project is on a 200-hectare plateau 15 kilometers from Mayon Volcano. It replaced the old Legazpi Airport, which is only 2 to 3 kilometers from the BIA.
First planned in 1996 with initial construction beginning in 2008, the construction was repeatedly delayed until the airport was inaugurated and opened on October 7, 2021. It is expected to handle an estimated 2.2 million passengers every year."
59015413,0,Biju Patnaik International Airport,
44588716,0,Biju patnaik International Airport,
1376384,0,Billings International Airport,
1376380,0,Billings Logan International Airport,"Billings Logan International Airport (IATA: BIL, ICAO: KBIL, FAA LID: BIL) is two miles northwest of downtown Billings, in Yellowstone County, Montana, United States. It is the second largest airport in Montana, having been surpassed by Bozeman in both number of gates as well as annual enplanements in recent years, and is owned by the city of Billings. The airport is on top of the Rims, a 500-foot (150 m) cliff overlooking the downtown core. BIL covers 2,300 acres (9.3 km2) of land.The National Plan of Integrated Airport Systems for 2011–2015 categorized it as a primary commercial service airport (more than 10,000 enplanements per year). Federal Aviation Administration records say the airport had 387,368 passenger boardings (enplanements) in calendar year 2013, 388,329 in 2010 and 397,073 in 2009.Billings Logan International Airport has scheduled nonstop flights to several airline hubs such as Dallas/Fort Worth, Denver, Minneapolis/St. Paul, Portland, Salt Lake City and Seattle. Billings also serves as a small hub for Cape Air, a commuter airline which operates nonstop flights with Cessna 402 prop aircraft to Glasgow, Glendive, Havre, Sidney and Wolf Point in Montana."
15837327,0,Biloxi International Airport,
2769465,0,Bina International Airport,
15496615,0,Binhai International Airport,
6839353,0,Birjand International Airport,"Birjand Airport (IATA: XBJ, ICAO: OIMB) is a small airport near Birjand, Iran. Due to the geopolitical eminence of Birjand in the eastern parts of Iran, Birjand airport started operation in 1933 as the 3rd operational airport in Iran. Birjand airport offers non-stop daily flights to Tehran and Mashhad.
Birjand airport was established in 1933, beginning with small aircraft. The first passenger terminal was opened in 1976, and the same year saw the first flights from and to Mashhad as well as Tehran by Pars Air, the precursor of Iran Aseman Airlines."
39001360,0,Birmingham-Shuttlesworth International Airport,
556002,0,Birmingham (UK) International Airport,
64844129,0,Birmingham International Airport,
64844129,0,Birmingham International Airport,
18408090,0,Birmingham International airport,
19964471,0,Birmingham Shuttlesworth International Airport,
291386,0,Birmingham–Shuttlesworth International Airport,"Birmingham–Shuttlesworth International Airport (IATA: BHM, ICAO: KBHM, FAA LID: BHM), formerly Birmingham Municipal Airport and later Birmingham International Airport, is a civil-military airport serving Birmingham, Alabama and its metropolitan area, including Tuscaloosa. It is located in Jefferson County, five miles northeast of Downtown Birmingham, near the interchange of Interstates 20 and 59.
BHM averages 301 aircraft operations a day, including 136 flights to 43 airports in 40 cities. BHM served 3,090,604 passengers in 2019, and is the largest and busiest airport in the state of Alabama by passenger volume. The airfield can handle all aircraft types. The main runway is 12,007 feet (3,660 m) long. The secondary runway is 7,099 feet (2,164 m) long. A Category II ILS allows operations in visibility as low as a quarter-mile. The airport was renamed in July 2008 after Reverend Fred Shuttlesworth, founding president of the Alabama Christian Movement for Human Rights and a leader of the Birmingham campaign during the civil rights movement.
The airport carries the designation of an international airport and has a staffed U.S. Customs and Border Protection facility on site. There have been scheduled seasonal international flights to the Bahamas, Canada, and Mexico in the past, but as of March 2020, there are no scheduled international flights. However, air ambulance operator AirMed International regularly operates to and from destinations throughout the world; corporate aircraft routinely depart and arrive from foreign destinations, as well. The Southern Museum of Flight currently operates on Airport Authority property, to the east side of the north–south runway. There are plans for it to relocate to a new site near the Barber Motorsports Park."
49925347,0,Birsa Munda International Airport,
43602975,0,Bisbee-Douglas International Airport,
4862693,0,Bisbee Douglas International Airport,"Bisbee Douglas International Airport (IATA: DUG, ICAO: KDUG, FAA LID: DUG) is a county-owned airport 9 miles (7.8 nmi; 14 km) northwest of Douglas and 17 miles (15 nmi; 27 km) east of Bisbee, both in Cochise County, Arizona, United States, that was formerly known as Douglas Army Airfield (Douglas AAF}. The FAA's National Plan of Integrated Airport Systems for 2009–2013 categorizes it as a general aviation facility."
16200521,0,Bishkek International Airport,
1617432,0,Bishop International Airport,"Bishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan, United States. It is named after banker and General Motors board member Arthur Giles Bishop (April 12, 1851 – January 22, 1944), who donated 220 acres of his farmland for the airport in 1928.The third busiest airport in Michigan after those of Detroit and Grand Rapids, it surpassed competitor MBS near Saginaw in terms of airline operations in 2002. In 2007, 1,071,238 passengers used Bishop International Airport; in 2011, 938,914 passengers used the airport.It is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2021–2025, in which it is categorized as a non-hub primary commercial service facility.Flint is served by American Eagle, Allegiant Air, and United Express with passenger flights to 10 cities across the United States, plus FedEx Express and its subsidiary FedEx Feeder for freight."
45422127,0,Blackpool International Airport,
4366619,0,Blagnac International Airport,
29869471,0,Blaise Diagne International Airport,"Blaise Diagne International Airport (French: Aéroport international Blaise Diagne, IATA: DSS, ICAO: GOBD) is an international airport near the town of Diass in Thiès Region, Senegal, 43 kilometres (27 mi) east of downtown Dakar. It serves as the main airport for Dakar, replacing Léopold Sédar Senghor International Airport, which had become too small. It is named after Blaise Diagne, the first black African elected to France's parliament in 1914. Regular flights are operated from it to destinations across many parts of Africa, as well as to Europe, Macaronesia, the Middle East, and the USA."
24729306,0,Boa Vista-Atlas Brasil Cantanhede International Airport,
12744331,0,Boa Vista International Airport,"Boa Vista-Atlas Brasil Cantanhede International Airport (IATA: BVB, ICAO: SBBV) is the airport serving Boa Vista, Brazil. Since April 13, 2009 the airport is named after Atlas Brasil Cantanhede (1917-1973), a pilot and politician who in the 1950s pioneered aviation in Roraima state. It is the northernmost Brazilian airport served by scheduled flights.
It is operated by Infraero and Vinci SA.
Some of its facilities are shared with Boa Vista Air Force Base of the Brazilian Air Force."
28676459,0,"Bocas del Toro ""Colón Island"" International Airport",
28665950,0,"Bocas del Toro ""Isla Colon"" International Airport",
